Title,Bias Rating,Factual Reporting,Country,Press Freedom Rating,Media Type:,Traffic/Popularity:,MBFC Credibility Rating:,Source,Unnamed: 9,link
Ethics & Religious Liberty Commission (erlc.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://factsandlogic.org,,factsandlogic.org
Ethics and Public Policy Center (EPPC) (eppc.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://erlc.org,,erlc.org
Energy Citizens (energycitizens.org),RIGHT,MIXED,,MOSTLY FREEDOM,,Minimal Traffic,HIGH,https://energycitizens.org/,,energycitizens.org
Egypt Today (egypttoday.com),RIGHT,,Egypt,TOTAL OPPRESSION,Magazine,Medium Traffic,MEDIUM,https://egypttoday.com/,,egypttoday.com
EconomicPolicyJournal.com (www.economicpolicyjournal.com),RIGHT,HIGH,,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH ,https://economicpolicyjournal.com/,,economicpolicyjournal.com
Eagle Pass News Leader,RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://eagle-pass-news-leader/,,eagle-pass-news-leader
DonaldJTrump.com,RIGHT,LOW,,,Organization/Foundation,Medium Traffic,LOW ,https://donaldjtrump.com/,,donaldjtrump.com
Disrn (disrn.com),RIGHT,MIXED,,,Website,Medium Traffic,MEDIUM,https://disrn.com/,,disrn.com
De Telegraaf (telegraaf.nl),RIGHT,HIGH,Netherlands,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH ,https://telegraaf.nl/,,telegraaf.nl
Daily Torch (dailytorch.com/),RIGHT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH ,https://dailytorch.com/,,dailytorch.com
DC Statesman (www.dcstatesman.com),RIGHT,,,USA (45/180 Press Freedom),,,,https://dcstatesman.com/,,dcstatesman.com
Daily Telegraph (UK) (www.telegraph.co.uk),RIGHT,MIXED,United Kingdom,MOSTLY FREEDOM,Newspaper,High Traffic,MEDIUM,https://telegraph.co.uk/,,telegraph.co.uk
Daily Signal (dailysignal.com),RIGHT,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://dailysignal.com/,,dailysignal.com
Daily Liberator (www.thedailyliberator.com),RIGHT,MIXED,,,,,,https://thedailyliberator.com/,,thedailyliberator.com
Daily Express (www.express.co.uk),RIGHT,MIXED,United Kingdom,MOSTLY FREEDOM,Newspaper,High Traffic,MEDIUM,https://express.co.uk/,,express.co.uk
Daily Caller (dailycaller.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,,,,https://dailycaller.com/,,dailycaller.com
Crisis Magazine (www.crisismagazine.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://crisismagazine.com/,,crisismagazine.com
Crime Prevention Research Center (crimeresearch.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://crimesearch.org/,,crimesearch.org
Conservative Today (conservativetoday.com),RIGHT,MIXED,USA,USA (45/180 Press Freedom),,,,https://conservativetoday.com/,,conservativetoday.com
Conservative Review (www.conservativereview.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://conservativereview.com/,,conservativereview.com
Conservative Opinion (conservativeopinion.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://conservativeopinion.com/,,conservativeopinion.com
Conservative Institute (www.conservativeinstitute.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Website,High Traffic,HIGH ,https://conservativeinstitute.org/,,conservativeinstitute.org
Conservative HQ (www.conservativehq.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://conservativehq.com/,,conservativehq.com
Commentary Magazine (www.commentarymagazine.com),RIGHT,HIGH,USA,MOSTLY FREEDOM,Magazine,Medium Traffic,HIGH ,https://commentarymagazine.com/,,commentarymagazine.com
Cold Dead Hands (www.colddeadhands.us),RIGHT,MIXED,USA,USA (45/180 Press Freedom),,,,https://colddeadhands.us/,,colddeadhands.us
Claremont Institute (claremont.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://claremont.org/,,claremont.org
Civitas Institute (www.nccivitas.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://nccivitas.org/,,nccivitas.org
City Journal (www.city-journal.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Magazine,Medium Traffic,HIGH ,https://city-journal.org/,,city-journal.org
Citizens United (citizensunited.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://citizensunited.org/,,citizensunited.org
Citizen Free Press (www.citizenfreepress.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,High Traffic,MEDIUM ,https://citizenfreepress.com/,,citizenfreepress.com
Chronicles Magazine (www.chroniclesmagazine.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Magazine,Minimal Traffic,MEDIUM ,https://chroniclesmagazine.org/,,chroniclesmagazine.org
Christian Today (christiantoday.com),RIGHT,MIXED,United Kingdom,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM,https://christiantoday.com/,,christiantoday.com
Christian Post (www.christianpost.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://christianpost.com/,,christianpost.com
Christian News Alert (www.christiannewsalerts.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://christiannewsalerts.com/,,christiannewsalerts.com
Christian Headlines (christianheadlines.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://christianheadlines.com/,,christianheadlines.com
Christian Coalition of America (http://www.cc.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://cc.org,,cc.org
Chicks on the Right (www.chicksontheright.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Radio Station/Website,Medium Traffic,MEDIUM ,https://chicksontheright.com/,,chicksontheright.com
Center for Freedom and Prosperity,RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization,Minimal Traffic,MEDIUM ,https://center-for-freedom-and-prosperity/,,center-for-freedom-and-prosperity
Capital Research Center (capitalresearch.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://capitalresearch.org/,,capitalresearch.org
Campus Reform (www.campusreform.org),RIGHT,,,MOSTLY FREEDOM,,Medium Traffic,MEDIUM,https://campusreform.org/,,campusreform.org
Campign Life Coalition (www.campaignlifecoalition.com),RIGHT,MIXED,Canada,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM,https://campaignlifecoalition.com/,,campaignlifecoalition.com
Calgary Sun (www.calgarysun.com),RIGHT,HIGH,,MOSTLY FREEDOM,Newspaper,,,https://calgarysun.com/,,calgarysun.com
C2C Journal (c2cjournal.ca),RIGHT,HIGH,Canada,MOSTLY FREEDOM,Magazine,Minimal Traffic,HIGH ,https://c2cjournal.ca/,,c2cjournal.ca
Bounding Into Comics (boundingintocomics.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://boundingintocomics.com/,,boundingintocomics.com
Blue Lives Matter (bluelivesmatter.blue),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://bluelivesmatter.blue/,,bluelivesmatter.blue
Blabber Buzz (blabber.buzz),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://blabber.buzz/,,blabber.buzz
BizPac Review (www.bizpacreview.com),RIGHT,MIXED,USA,USA (45/180 Press Freedom),,Medium Traffic,MEDIUM ,https://bizpacreview.com/,,bizpacreview.com
Beliefnet (www.beliefnet.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://beliefnet.com/,,beliefnet.com
Bearing Arms (bearingarms.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://bearingarms.com/,,bearingarms.com
Badger Institute,RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://the-badger-institute/,,the-badger-institute
Assyrian International News Agency (www.aina.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://aina.org/,,aina.org
AsianNews.it,RIGHT,MIXED,Italy,MODERATE FREEDOM,Online Newspaper,Medium Traffic,MEDIUM,https://asiannews.it/,,asiannews.it
Armstrong Economics (www.armstrongeconomics.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://armstrongeconomics.com/,,armstrongeconomics.com
Arizona Daily Independent (arizonadailyindependent.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://arizonadailyindependent.com/,,arizonadailyindependent.com
Anadolu Agency (www.aa.com.tr),RIGHT,MIXED,Turkey,LOW FREEDOM,Online Newspaper,High Traffic,MEDIUM,https://aa.com.tr/,,aa.com.tr
Ammoland (www.ammoland.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,,https://ammoland.com/,,ammoland.com
Ami Magazine (amimagazine.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Magazine,Minimal Traffic,HIGH ,https://amimagazine.org/,,amimagazine.org
American Spectator (spectator.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://spectator.org/,,spectator.org
American Legislative Exchange Council (ALEC) (www.alec.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://alec.org/,,alec.org
American Greatness (amgreatness.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://americangreatness.com/,,americangreatness.com
American Foreign Policy council (www.afpc.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH ,https://afpc.org,,afpc.org
American for Prosperity (americansforprosperity.org),RIGHT ,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://americansforprosperity.org/,,americansforprosperity.org
American Enterprise Institute (www.aei.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,MEDIUM ,https://aei.org,,aei.org
American Consequences (americanconsequences.com),RIGHT,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://americanconsequences.com/,,americanconsequences.com
American Center for Law & Justice (ACLJ) (aclj.org),RIGHT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,MEDIUM ,https://aclj.org/,,aclj.org
America Rising PAC (americarisingpac.org/),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://americarisingpac.org/,,americarisingpac.org
America First Action SuperPAC,RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://america-first-action-superpac/,,america-first-action-superpac
AMAC (Association of Mature American Citizens) (amac.us/),RIGHT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,MEDIUM ,https://amac.us/,,amac.us
AltNewsMedia.net (altnewsmedia.net),RIGHT,MIXED,United Kingdom ,United Kingdom (33/180 Press Freedom),,Minimal Traffic,MEDIUM,https://altnewsmedia.net/,,altnewsmedia.net
Against Crony Capitalism (www.ac2news.com),RIGHT,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://ac2news.com/,,ac2news.com
Accuracy in Media (www.aim.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,,,,https://aim.org/,,aim.org
Accuracy in Academia (AIA) (www.academia.org),RIGHT,MIXED,USA,MOSTLY FREEDOM,,,,https://academia.org/,,academia.org
Abort73,RIGHT ,MIXED,USA,MOSTLY FREEDOM,,,,https://abort73/,,abort73
2ndVote (2ndvote.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://2ndvote.com/,,2ndvote.com
Zebra Fact Check (www.zebrafactcheck.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH ,https://zebrafactcheck.com/,,zebrafactcheck.com
Yankee Institute for Public Policy (https://yankeeinstitute.org),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,,Minimal Traffic,HIGH ,https://yankeeinstitute.org/,,yankeeinstitute.org
WPEC – CBS12.com (cbs12.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH ,https://cbs12.com/,,cbs12.com
WLOS (ABC13News) (wlos.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH ,https://wlos.com/,,wlos.com
Windsor Star (windsorstar.com),RIGHT,HIGH,Canada,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://windsorstar.com/,,windsorstar.com
Willoughby News-Herald (news-herald.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://news-herald.com/,,news-herald.com
Williamsport Sun-Gazette (www.sungazette.com),RIGHT-CENTER,HIGH,,MOSTLY FREEDOM,Newspaper,Medium Traffic,,https://sungazette.com/,,sungazette.com
West Central Tribune (wctrib.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://wctrib.com/,,wctrib.com
Waterbury Republican-American (www.rep-am.com),RIGHT,HIGH,USA,,,,,https://rep-am.com/,,rep-am.com
Watchdog.org,RIGHT-CENTER,HIGH,USA,,,,,https://watchdog.org/,,watchdog.org
Wall Street Journal (www.wsj.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,High Traffic,,https://wsj.com/,,wsj.com
Vancouver Sun (vancouversun.com),RIGHT,HIGH,Canada,,,,,https://vancouversun.com/,,vancouversun.com
ValueWalk (www.valuewalk.com),RIGHT-CENTER,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,,https://valuewalk.com/,,valuewalk.com
Tulsa World,RIGHT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://tulsa-world/,,tulsa-world
TRIBUNnews.com,RIGHT-CENTER,MIXED,Indonesia,LOW FREEDOM,Website,High Traffic,MEDIUM,https://tribunnewscom/,,tribunnewscom
To Vima (tovima.gr),RIGHT-CENTER,,Greece,LOW FREEDOM,Newspaper,High Traffic,,https://tovima.gr/,,tovima.gr
Toledo Blade (www.toledoblade.com),RIGHT,HIGH,USA,,,,,https://toledoblade.com/,,toledoblade.com
Times of South Africa (www.timeslive.co.za),RIGHT-CENTER,HIGH,South Africa,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH ,https://timeslive.co.za/,,timeslive.co.za
Times News (Pennsylvania) (www.tnonline.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://tnonline.com/,,tnonline.com
The Yomiuri Shimbun (yomiuri.co.jp),RIGHT-CENTER,HIGH,Japan,MODERATE FREEDOM,Newspaper,High Traffic,HIGH ,https://yomiuri.co.jp/,,yomiuri.co.jp
The Winchester Star,RIGHT,HIGH,USA,,,,,https://the-winchester-star/,,the-winchester-star
The West Australian (thewest.com.au),RIGHT-CENTER,HIGH,Australia ,Australia (25/180 Press Freedom),,Medium Traffic,HIGH ,https://thewest.com.au/,,thewest.com.au
The Washington Institute for Near East Policy (www.washingtoninstitute.org),,MIXED,USA,,,,,https://washingtoninstitute.org/,,washingtoninstitute.org
The Times UK and Sunday Times (www.thetimes.co.uk),RIGHT-CENTER,HIGH,United Kingdom,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH ,https://thetimes.co.uk/,,thetimes.co.uk
The Times of India (timesofindia.indiatimes.com),,,India,India (142/180 Press Freedom),,High Traffic,MEDIUM,https://timesofindia.indiatimes.com/,,timesofindia.indiatimes.com
The Times Herald (Port Huron) (www.thetimesherald.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,,https://thetimesherald.com/,,thetimesherald.com
The Sumter Item (www.theitem.com),RIGHT,HIGH,USA,,,,,https://theitem.com/,,theitem.com
TheStreet (thestreet.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Website,High Traffic,HIGH ,https://thestreet.com/,,thestreet.com
The Straits Times (www.straitstimes.com),RIGHT-CENTER,HIGH,Singapore,LOW FREEDOM,Newspaper,High Traffic,HIGH ,https://the-straitstimes.com/,,the-straitstimes.com
The Standard (Kenya) (standardmedia.co.ke),,MIXED,Kenya,LOW FREEDOM,Newspaper,High Traffic,,https://the-standardmedia.co.ke/,,the-standardmedia.co.ke
The Spokesman-Review (www.spokesman.com),CENTER,HIGH,USA,,,,,https://spokesman.com/,,spokesman.com
The Spectator (USA) (spectator.us),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://spectator.us/,,spectator.us
The Spectator (uk) (www.spectator.co.uk),RIGHT-CENTER,HIGH,United Kingdom,United Kingdom (35/180 Press Freedom),,Medium Traffic,HIGH ,https://spectator.co.uk/,,spectator.co.uk
The Sorrentino (www.thesorrentino.com),RIGHT,MIXED,USA,,,,,https://thesorrentino.com/,,thesorrentino.com
The Press-Enterprise (www.pe.com),RIGHT,HIGH,USA,,,,,https://pe.com/,,pe.com
"The Post-Journal (Jamestown, New York) (post-journal.com)",RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,,https://post-journal.com/,,post-journal.com
The Pantagraph (www.pantagraph.com),RIGHT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://pantagraph.com/,,pantagraph.com
The Oklahoman (www.oklahoman.com),RIGHT,HIGH,USA,,,,,https://oklahoman.com/,,oklahoman.com
The Objective Standard (www.theobjectivestandard.com),RIGHT,HIGH,USA,,,,,https://theobjectivestandard.com/,,theobjectivestandard.com
The News International (www.thenews.com.pk),,,Pakistan,LOW FREEDOM,Newspaper,High Traffic,MEDIUM,https://thenews.com.pk/,,thenews.com.pk
The New Atlantis (www.thenewatlantis.com),RIGHT-CENTER,HIGH,USA ,USA (44/180 Press Freedom),,Minimal Traffic,HIGH ,https://thenewatlantis.com/,,thenewatlantis.com
The Nation Pakistan (nation.com.pk),RIGHT-CENTER,,Pakistan ,Pakistan (145/180 Press Freedom),,Medium Traffic,,https://nation.com.pk/,,nation.com.pk
The Libertarian Republic (thelibertarianrepublic.com),RIGHT,HIGH,USA,,,,,https://thelibertarianrepublic.com/,,thelibertarianrepublic.com
The Ledger (www.theledger.com),RIGHT,HIGH,USA,,,,,https://theledger.com/,,theledger.com
The Jewish Press (www.jewishpress.com),RIGHT-CENTER,HIGH,USA ,USA (45/180 Press Freedom),,Medium Traffic,,https://jewishpress.com/,,jewishpress.com
The Jerusalem Report,,HIGH,Israel ,Israel (86/180 Press Freedom),,High Traffic,HIGH ,https://jpost.com,,jpost.com
The Japan News (the-japan-news.com),,HIGH,,,,,,https://the-japan-news.com/,,the-japan-news.com
The Independent Institute (www.independent.org),RIGHT,HIGH,USA,,,,,https://independent.org/,,independent.org
The Globe and Mail (Toronto) (www.theglobeandmail.com),,HIGH,Canada,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH ,https://theglobeandmail.com/,,theglobeandmail.com
The Gazette (Cedar Rapids) (www.thegazette.com),RIGHT,HIGH,USA,,,,,https://thegazette.com/,,thegazette.com
The Fiscal Times (www.thefiscaltimes.com),RIGHT,HIGH,USA,,,,,https://thefiscaltimes.com/,,thefiscaltimes.com
The Elkhart Truth,RIGHT,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH ,https://the-elkhart-truth/,,the-elkhart-truth
The Durango Herald (durangoherald.com),RIGHT,HIGH,USA,USA (45/180 Press Freedom),,,,https://durangoherald.com/,,durangoherald.com
The Dispatch (thedispatch.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://thedispatch.com/,,thedispatch.com
The Courier Mail (www.couriermail.com.au),,HIGH,Australia,,,,,https://couriermail.com.au/,,couriermail.com.au
The Citizen,,HIGH,South Africa ,South Africa (32/180 Press Freedom),Website,Medium Traffic,HIGH ,https://citizen.co.za/,,citizen.co.za
The Chronicle Herald (thechronicleherald.ca),RIGHT-CENTER,HIGH,Canada,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://thechronicleherald.ca/,,thechronicleherald.ca
The Bulwark (https://thebulwark.com/),RIGHT-CENTER,HIGH,USA ,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://thebulwark.com/,,thebulwark.com
The Australian (www.theaustralian.com.au),RIGHT-CENTER,MIXED,Australia,MOSTLY FREEDOM,Newspaper,High Traffic,MEDIUM,https://theaustralian.com.au/,,theaustralian.com.au
The American Interest (www.the-american-interest.com),RIGHT,HIGH,USA,,,,,https://the-american-interest.com/,,the-american-interest.com
The American Conservative (www.theamericanconservative.com),RIGHT-CENTER,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://theamericanconservative.com/,,theamericanconservative.com
The Algemeiner Journal (www.algemeiner.com),,,,,,,,https://algemeiner.com/,,algemeiner.com
Tharawat Magazine (www.tharawat-magazine.com),,HIGH,,United Arab Emirates (131/180 Press Freedom),,,,https://tharawat-magazine.com/,,tharawat-magazine.com
Tax Foundation (taxfoundation.org),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,HIGH ,https://taxfoundation.org/,,taxfoundation.org
Tallahasee Democrat (www.tallahassee.com),,,,,,,,https://tallahassee.com/,,tallahassee.com
Tablet Magazine (www.tabletmag.com),RIGHT-CENTER,,USA,MOSTLY FREEDOM,Magazine,Medium Traffic,,https://tabletmag.com/,,tabletmag.com
Student Daily News (www.studentnewsdaily.com),RIGHT-CENTER,HIGH,USA,USA (45/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://studentnewsdaily.com/,,studentnewsdaily.com
St. Paul Pioneer Press (www.twincities.com),RIGHT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://twincities.com/,,twincities.com
SOFREP (sofrep.com),RIGHT-CENTER,HIGH,,,,Medium Traffic,,https://sofrep.com/,,sofrep.com
Scope Ratings (scoperatings.com),RIGHT-CENTER,HIGH,Germany,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH ,https://scoperatings.com/,,scoperatings.com
Savannah Morning News (savannahnow.com),RIGHT,HIGH,USA,,,,,https://savannahnow.com/,,savannahnow.com
Saskatoon StarPhoenix (thestarphoenix.com),,HIGH,,,,,,https://thestarphoenix.com/,,thestarphoenix.com
San Bernadino Sun (www.sbsun.com),,,Unknown,MODERATE FREEDOM,,,,https://sbsun.com/,,sbsun.com
Salem Radio Network News (www.srnnews.com),RIGHT,HIGH,USA,,,,,https://srnnews.com/,,srnnews.com
Richmond Times-Dispatch,RIGHT,HIGH,USA,,,,,https://richmond-times-dispatch/,,richmond-times-dispatch
Republic World (www.republicworld.com),,,India,India (142/180 Press Freedom),,High Traffic,LOW ,https://republicworld.com/,,republicworld.com
Remington Research Group (remingtonresearchgroup.com),RIGHT-CENTER,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH ,https://remingtonresearchgroup.com/,,remingtonresearchgroup.com
Regulation Magazine,RIGHT,HIGH,USA,,,,,https://regulation-magazine/,,regulation-magazine
Regina Leader-Post (leaderpost.com),RIGHT-CENTER,HIGH,Canada,,,,,https://leaderpost.com/,,leaderpost.com
Red River Valley News (www.valleynewslive.com),RIGHT,HIGH,USA,USA (45/180 Press Freedom),,Medium Traffic,HIGH ,https://valleynewslive.com/,,valleynewslive.com
Reason (reason.com),RIGHT-CENTER,HIGH,USA,USA (45/180 Press Freedom),,Medium Traffic,,https://reason.com/,,reason.com
RealClearReligion (www.realclearreligion.org),RIGHT,HIGH,USA,,,,,https://realclearreligion.org/,,realclearreligion.org
Real Clear Politics (www.realclearpolitics.com),RIGHT-CENTER,HIGH,USA,USA (45/180 Press Freedom),,High Traffic,HIGH ,https://realclearpolitics.com/,,realclearpolitics.com
Real Clear Policy (www.realclearpolicy.com),,HIGH,,,,,,https://realclearpolicy.com/,,realclearpolicy.com
Real Clear Investigations (www.realclearinvestigations.com),RIGHT-CENTER,HIGH,USA,USA (45/180 Press Freedom),,Medium Traffic,HIGH ,https://realclearinvestigations.com/,,realclearinvestigations.com
Real Clear Defense (www.realcleardefense.com),RIGHT,HIGH,USA,,,,,https://realcleardefense.com/,,realcleardefense.com
Rasmussen Reports (www.rasmussenreports.com),RIGHT-CENTER,HIGH,USA,USA (45/180 Press Freedom),,Medium Traffic,HIGH ,https://rasmussenreports.com/,,rasmussenreports.com
R Street Institute (www.rstreet.org),RIGHT-CENTER,HIGH,USA,USA (45/180 Press Freedom),,Minimal Traffic,HIGH ,https://rstreet.org/,,rstreet.org
Post-Bulletin,RIGHT,HIGH,USA,,,,,https://post-bulletin/,,post-bulletin
Politisite (politisite.com),RIGHT,HIGH,USA,,,,,https://politisite.com/,,politisite.com
PolicyEd.org (www.policyed.org),RIGHT,HIGH,USA,USA (44/180 Press Freedom),,,,https://policyed.org/,,policyed.org
Pittsburgh Tribune Review (triblive.com),RIGHT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://triblive.com/,,triblive.com
Pittsburgh Post-Gazette (www.post-gazette.com),RIGHT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,,https://post-gazette.com/,,post-gazette.com
Peninsula Daily News (www.peninsuladailynews.com),RIGHT,HIGH,USA,,,,,https://peninsuladailynews.com/,,peninsuladailynews.com
Pacific Research Institute (www.pacificresearch.org),RIGHT,HIGH,USA,,,,,https://pacificresearch.org/,,pacificresearch.org
Ottawa Sun (ottawasun.com),RIGHT,HIGH,Canada,,,,,https://ottawasun.com/,,ottawasun.com
Ottawa Citizen (ottawacitizen.com),RIGHT-CENTER,HIGH,Canada,Canada (14/180 Press Freedom),,Medium Traffic,HIGH ,https://ottawacitizen.com/,,ottawacitizen.com
Orange County Register (www.ocregister.com),RIGHT,HIGH,USA,,,,,https://ocregister.com/,,ocregister.com
Opposing Views (www.opposingviews.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://opposingviews.com/,,opposingviews.com
Open Doors (www.opendoorsusa.org),RIGHT,MIXED,USA,,,,,https://opendoorsusa.org/,,opendoorsusa.org
Omaha World Herald,RIGHT,HIGH,USA,,,,,https://omaha-world-herald/,,omaha-world-herald
Oil Price (oilprice.com),RIGHT,HIGH,United Kingdom,MOSTLY FREEDOM,Website,High Traffic,HIGH ,https://oilprice.com/,,oilprice.com
Odessa American,RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH ,https://odessa-american/,,odessa-american
Northwest Arkansas Democrat-Gazette (nwaonline.com),RIGHT-CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://nwaonline.com,,nwaonline.com
NJ1015.com,RIGHT,HIGH,USA,,,,,https://nj1015.com/,,nj1015.com
